Model_name,Price,Manufacturer,Condition,Type,Distance,Color,Body_type,Fuel_type,Engine_cc
هيونداى جيتز 2011,"470,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"156,000 كم",Black,Hatchback,Gas,1600.0
ميني John Cooper Works 2025,"4,000,000 ج.م.",ميني,جديدة,أوتوماتيك,,Black,Hatchback,Gas,2000.0
بي ام دبليو X1 2015,"1,220,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"110,000 كم",Silver,SUV,Gas,2000.0
بي ام دبليو Z4 2011,"1,950,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"110,000 كم",Gray,Cabriolet,Gas,2500.0
أوبل موكا 2016,"570,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"140,000 كم",Red,SUV,Gas,1400.0
شيري تيجو 3 2023,"720,000 ج.م.",شيري,مستعملة,أوتوماتيك,"19,000 كم",Silver,SUV,Gas,1600.0
مرسيدس E300 2011,"1,800,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"120,000 كم",Silver,Sedan,Gas,3000.0
هيونداى فيرنا 2014,"340,000 ج.م.",هيونداى,مستعملة,مانيوال,"339,000 كم",Gray,Sedan,Gas,1600.0
جيب رينجيد 2017,"800,000 ج.م.",جيب,مستعملة,أوتوماتيك,"172,000 كم",Dark Grey,SUV,Gas,1400.0
رينج روفر سبورت 2020,"4,500,000 ج.م.",رينج روفر,مستعملة,أوتوماتيك,"85,000 كم",White,SUV,Gas,1900.0
فورد فيوجن 2015,"810,000 ج.م.",فورد,مستعملة,أوتوماتيك,"175,000 كم",Black,Sedan,Gas,1500.0
فورد فيوجن 2020,"1,250,000 ج.م.",فورد,مستعملة,أوتوماتيك,"116,000 كم",Black,Sedan,Gas,1500.0
سكودا كاروك 2026,"1,850,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
شيفروليه ايكونوكس 2019,"850,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"160,000 كم",Gray,SUV,Gas,1500.0
سيات اتيكا 2021,"1,220,000 ج.م.",سيات,مستعملة,أوتوماتيك,"105,000 كم",Navy Blue,SUV,Gas,1400.0
رينو كارديان 2025,"920,000 ج.م.",رينو,مستعملة,أوتوماتيك,"17,000 كم",Black,SUV,Gas,1000.0
فولكس فاجن تيجوان 2026,"2,380,000 ج.م.",فولكس فاجن,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
لادا 2107 1989,"175,000 ج.م.",لادا,مستعملة,مانيوال,"200,000 كم",Red,Sedan,Gas,1500.0
لادا 2107 2010,"123,000 ج.م.",لادا,مستعملة,مانيوال,"118,000 كم",Blue,Sedan,Gas,1600.0
نيسان جوك 2013,"485,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"183,000 كم",Red,SUV,Gas,1600.0
مرسيدس GLC 300 2026,"5,600,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Coupe,Gas,2000.0
رينو فلوانس 2011,"425,000 ج.م.",رينو,مستعملة,أوتوماتيك,"240,000 كم",Black,Sedan,Gas,1600.0
شيري تيجو 8 2024,"1,050,000 ج.م.",شيري,مستعملة,أوتوماتيك,"14,000 كم",Maroon,SUV,Gas,1500.0
هيونداى النترا HD 2017,"600,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"130,000 كم",Silver,Sedan,Gas,1600.0
مرسيدس GLE 450 2025,"6,450,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,SUV,Gas,3000.0
بيجو 2008 2022,"1,250,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"49,000 كم",Black,SUV,Gas,1200.0
مرسيدس S450 2023,"8,250,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"10,000 كم",Black,Sedan,Gas,3000.0
لاند روفر رانج روفر 2025,"15,500,000 ج.م.",لاند روفر,جديدة,أوتوماتيك,,Black,SUV,Gas,3000.0
إم جي One 2026,"1,370,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
إم جي One 2026,"1,370,000 ج.م.",إم جي,جديدة,أوتوماتيك,,White,SUV,Gas,1500.0
هيونداى أكسنت 2026,"850,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Silver,Sedan,Gas,1600.0
إم جي 5 2026,"900,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Red,Sedan,Gas,1500.0
أوبل انسيجنيا 2017,"970,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"147,000 كم",Gray,Sedan,Gas,1600.0
هيونداى النترا AD 2019,"775,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"73,000 كم",Maroon,Sedan,Gas,1600.0
كوبرا ليون 2026,"1,800,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,White,Hatchback,Gas,1400.0
رينو 11 2013,"250,000 ج.م.",رينو,مستعملة,مانيوال,"230,000 كم",Blue,Sedan,Gas,1500.0
سوزوكي بالينو 2025,"915,000 ج.م.",سوزوكي,مستعملة,أوتوماتيك,850 كم,Black,Hatchback,Gas,1500.0
بي ام دبليو 118i 2021,"1,400,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"47,000 كم",Blue,Hatchback,Gas,1500.0
هيونداى I10 2017,"550,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"48,000 كم",Silver,Hatchback,Gas,1100.0
أوبل أسترا 2019,"620,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"110,000 كم",Green,Sedan,Gas,1400.0
سوزوكي جراند فيتارا 2007,"400,000 ج.م.",سوزوكي,مستعملة,مانيوال,"21,000 كم",Silver,,Gas,2000.0
سوزوكي ديزاير 2021,"485,000 ج.م.",سوزوكي,مستعملة,مانيوال,"180,000 كم",White,Sedan,Gas,1200.0
فولكس فاجن تي روك 2022,"1,450,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"30,000 كم",Blue,SUV,Gas,1400.0
شيري اريزو 8 2026,"1,420,000 ج.م.",شيري,جديدة,أوتوماتيك,,Green,Sedan,Gas,1600.0
كيا سيراتو 2016,"690,000 ج.م.",كيا,مستعملة,أوتوماتيك,"165,000 كم",Black,Sedan,Gas,1600.0
فولكس فاجن إي-لافيدا 2019,"800,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"48,500 كم",White,Sedan,Electric,
سكودا فيليشيا 1997,"160,000 ج.م.",سكودا,مستعملة,مانيوال,"300,000 كم",Maroon,Hatchback,Diesel,1300.0
بي واى دى سونج بلس 2025,"1,560,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Black,SUV,Electric,
سيات اتيكا 2018,"1,080,000 ج.م.",سيات,مستعملة,أوتوماتيك,"99,000 كم",Champagne,SUV,Gas,1400.0
بي ام دبليو 318i 2018,"1,350,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"140,000 كم",Silver,Sedan,Gas,1500.0
كيا سيراتو 2005,"450,000 ج.م.",كيا,مستعملة,مانيوال,250 كم,Maroon,Sedan,Gas,1600.0
كيا سورينتو 2005,"435,000 ج.م.",كيا,مستعملة,مانيوال,222 كم,Maroon,Sedan,Gas,1600.0
تويوتا اوربان كروزر 2025,"1,400,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,Maroon,SUV,Gas,1500.0
رينو تويزي 2019,"425,000 ج.م.",رينو,مستعملة,أوتوماتيك,418 كم,White,,Electric,
ميتسوبيشي أوت لاندر 2025,"1,315,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,Red,SUV,Gas,1500.0
بروتون ساجا 2025,"635,000 ج.م.",بروتون,جديدة,أوتوماتيك,,Dark Grey,Sedan,Gas,1300.0
هيونداى توسان 2025,"1,750,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Red,SUV,Gas,1500.0
بروتون ساجا 2025,"635,000 ج.م.",بروتون,جديدة,أوتوماتيك,,Bronze,Sedan,Gas,1400.0
أوبل كورسا 2025,"1,300,000 ج.م.",أوبل,جديدة,أوتوماتيك,,Baby Blue,SUV,Gas,1500.0
رينج روفر سبورت 2020,"4,500,000 ج.م.",رينج روفر,مستعملة,أوتوماتيك,"85,000 كم",White,SUV,Gas,1900.0
فورد فيوجن 2015,"810,000 ج.م.",فورد,مستعملة,أوتوماتيك,"175,000 كم",Black,Sedan,Gas,1500.0
فورد فيوجن 2020,"1,250,000 ج.م.",فورد,مستعملة,أوتوماتيك,"116,000 كم",Black,Sedan,Gas,1500.0
سكودا كاروك 2026,"1,850,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
شيفروليه ايكونوكس 2019,"850,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"160,000 كم",Gray,SUV,Gas,1500.0
سيات اتيكا 2021,"1,220,000 ج.م.",سيات,مستعملة,أوتوماتيك,"105,000 كم",Navy Blue,SUV,Gas,1400.0
رينو كارديان 2025,"920,000 ج.م.",رينو,مستعملة,أوتوماتيك,"17,000 كم",Black,SUV,Gas,1000.0
فولكس فاجن تيجوان 2026,"2,380,000 ج.م.",فولكس فاجن,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
لادا 2107 1989,"175,000 ج.م.",لادا,مستعملة,مانيوال,"200,000 كم",Red,Sedan,Gas,1500.0
لادا 2107 2010,"123,000 ج.م.",لادا,مستعملة,مانيوال,"118,000 كم",Blue,Sedan,Gas,1600.0
نيسان جوك 2013,"485,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"183,000 كم",Red,SUV,Gas,1600.0
مرسيدس GLC 300 2026,"5,600,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Coupe,Gas,2000.0
رينو فلوانس 2011,"425,000 ج.م.",رينو,مستعملة,أوتوماتيك,"240,000 كم",Black,Sedan,Gas,1600.0
شيري تيجو 8 2024,"1,050,000 ج.م.",شيري,مستعملة,أوتوماتيك,"14,000 كم",Maroon,SUV,Gas,1500.0
هيونداى النترا HD 2017,"600,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"130,000 كم",Silver,Sedan,Gas,1600.0
مرسيدس GLE 450 2025,"6,450,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,SUV,Gas,3000.0
بيجو 2008 2022,"1,250,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"49,000 كم",Black,SUV,Gas,1200.0
مرسيدس S450 2023,"8,250,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"10,000 كم",Black,Sedan,Gas,3000.0
لاند روفر رانج روفر 2025,"15,500,000 ج.م.",لاند روفر,جديدة,أوتوماتيك,,Black,SUV,Gas,3000.0
إم جي One 2026,"1,370,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
إم جي One 2026,"1,370,000 ج.م.",إم جي,جديدة,أوتوماتيك,,White,SUV,Gas,1500.0
هيونداى أكسنت 2026,"850,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Silver,Sedan,Gas,1600.0
إم جي 5 2026,"900,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Red,Sedan,Gas,1500.0
أوبل انسيجنيا 2017,"970,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"147,000 كم",Gray,Sedan,Gas,1600.0
هيونداى النترا AD 2019,"775,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"73,000 كم",Maroon,Sedan,Gas,1600.0
كوبرا ليون 2026,"1,800,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,White,Hatchback,Gas,1400.0
رينو 11 2013,"250,000 ج.م.",رينو,مستعملة,مانيوال,"230,000 كم",Blue,Sedan,Gas,1500.0
سوزوكي بالينو 2025,"915,000 ج.م.",سوزوكي,مستعملة,أوتوماتيك,850 كم,Black,Hatchback,Gas,1500.0
بي ام دبليو 118i 2021,"1,400,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"47,000 كم",Blue,Hatchback,Gas,1500.0
هيونداى I10 2017,"550,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"48,000 كم",Silver,Hatchback,Gas,1100.0
أوبل أسترا 2019,"620,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"110,000 كم",Green,Sedan,Gas,1400.0
سوزوكي جراند فيتارا 2007,"400,000 ج.م.",سوزوكي,مستعملة,مانيوال,"21,000 كم",Silver,,Gas,2000.0
سوزوكي ديزاير 2021,"485,000 ج.م.",سوزوكي,مستعملة,مانيوال,"180,000 كم",White,Sedan,Gas,1200.0
فولكس فاجن تي روك 2022,"1,450,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"30,000 كم",Blue,SUV,Gas,1400.0
شيري اريزو 8 2026,"1,420,000 ج.م.",شيري,جديدة,أوتوماتيك,,Green,Sedan,Gas,1600.0
كيا سيراتو 2016,"690,000 ج.م.",كيا,مستعملة,أوتوماتيك,"165,000 كم",Black,Sedan,Gas,1600.0
فولكس فاجن إي-لافيدا 2019,"800,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"48,500 كم",White,Sedan,Electric,
سكودا فيليشيا 1997,"160,000 ج.م.",سكودا,مستعملة,مانيوال,"300,000 كم",Maroon,Hatchback,Diesel,1300.0
بي واى دى سونج بلس 2025,"1,560,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Black,SUV,Electric,
سيات اتيكا 2018,"1,080,000 ج.م.",سيات,مستعملة,أوتوماتيك,"99,000 كم",Champagne,SUV,Gas,1400.0
بي ام دبليو 318i 2018,"1,350,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"140,000 كم",Silver,Sedan,Gas,1500.0
كيا سيراتو 2005,"450,000 ج.م.",كيا,مستعملة,مانيوال,250 كم,Maroon,Sedan,Gas,1600.0
كيا سورينتو 2005,"435,000 ج.م.",كيا,مستعملة,مانيوال,222 كم,Maroon,Sedan,Gas,1600.0
تويوتا اوربان كروزر 2025,"1,400,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,Maroon,SUV,Gas,1500.0
رينو تويزي 2019,"425,000 ج.م.",رينو,مستعملة,أوتوماتيك,418 كم,White,,Electric,
ميتسوبيشي أوت لاندر 2025,"1,315,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,Red,SUV,Gas,1500.0
بروتون ساجا 2025,"635,000 ج.م.",بروتون,جديدة,أوتوماتيك,,Dark Grey,Sedan,Gas,1300.0
هيونداى توسان 2025,"1,750,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Red,SUV,Gas,1500.0
بروتون ساجا 2025,"635,000 ج.م.",بروتون,جديدة,أوتوماتيك,,Bronze,Sedan,Gas,1400.0
أوبل كورسا 2025,"1,300,000 ج.م.",أوبل,جديدة,أوتوماتيك,,Baby Blue,SUV,Gas,1500.0
بروتون ساجا 2025,"635,000 ج.م.",بروتون,جديدة,أوتوماتيك,,Navy Blue,Sedan,Gas,1300.0
أودي Q3 2024,"2,700,000 ج.م.",أودي,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
نيسان صني 2026,"775,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1400.0
شيفروليه اوبترا 2026,"750,000 ج.م.",شيفروليه,جديدة,أوتوماتيك,,Maroon,Sedan,Gas,1400.0
أوبل أسترا 2021,"730,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"100,000 كم",Black,Sedan,Gas,1400.0
بي ام دبليو 520i 2023,"3,050,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"49,000 كم",Gray,Sedan,Gas,1600.0
بورش ماكان 2024,"4,900,000 ج.م.",بورش,مستعملة,أوتوماتيك,"35,000 كم",Gray,SUV,Gas,2000.0
فولكس فاجن جيتا 2011,"900,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"28,000 كم",Maroon,Sedan,Gas,1600.0
بيجو 5008 2020,"1,350,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"121,000 كم",Navy Blue,SUV,Gas,1600.0
نصر شاهين 2008,"120,000 ج.م.",نصر,مستعملة,مانيوال,10 كم,White,Sedan,Gas,1400.0
هيونداى فيرنا 2012,"400,000 ج.م.",هيونداى,مستعملة,مانيوال,"98,000 كم",Gray,Sedan,Gas,1600.0
جاك JS3 2022,"800,000 ج.م.",جاك,مستعملة,أوتوماتيك,"34,500 كم",Gray,SUV,Gas,1500.0
مرسيدس E200 2021,"3,600,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"26,000 كم",Black,Sedan,Gas,2000.0
هيونداى أكسنت 2026,"845,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1600.0
شيري تيجو 4 برو 2026,"885,000 ج.م.",شيري,جديدة,أوتوماتيك,,Bronze,SUV,Gas,1500.0
جيتور T1 2026,"1,595,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
جيتور T2 2026,"1,810,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Baby Blue,SUV,Gas,1500.0
كيا سبورتاج 2026,"1,700,000 ج.م.",كيا,جديدة,أوتوماتيك,,Black,SUV,Gas,1600.0
فيات 500X 2026,"965,000 ج.م.",فيات,جديدة,أوتوماتيك,,Gray,SUV,Gas,1400.0
نيسان صني 2018,"480,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"172,000 كم",Bronze,Sedan,Gas,1600.0
جيتور T2 2026,"1,785,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
جيتور T1 2026,"1,595,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
شيري تيجو 3 2020,"570,000 ج.م.",شيري,مستعملة,أوتوماتيك,"98,000 كم",Gray,SUV,Gas,1600.0
جيتور T1 2026,"1,595,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
نيسان صني 2018,"480,000 ج.م.",نيسان,مستعملة,أوتوماتيك,169 كم,Silver,Sedan,Gas,1600.0
رينو ميجان 2022,"850,000 ج.م.",رينو,مستعملة,أوتوماتيك,"60,000 كم",White,Sedan,Gas,1300.0
سوزوكي سويفت 2022,"580,000 ج.م.",سوزوكي,مستعملة,أوتوماتيك,"38,000 كم",Navy Blue,Hatchback,Gas,1200.0
كيا سبورتاج 2026,"1,700,000 ج.م.",كيا,جديدة,أوتوماتيك,,White,SUV,Gas,1600.0
بي ام دبليو X1 2019,"1,560,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"215,000 كم",Blue,SUV,Gas,2000.0
نيسان صني 2021,"580,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"152,000 كم",Gray,Sedan,Gas,1500.0
اسبيرانزا A516 2007,"245,000 ج.م.",اسبيرانزا,مستعملة,مانيوال,"127,000 كم",Black,Sedan,Gas,1600.0
مرسيدس E 250 2011,"1,390,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"200,000 كم",Gray,Sedan,Gas,1800.0
مرسيدس C200 2008,"875,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"317,000 كم",White,Sedan,Gas,1800.0
دي إس DS 4 2023,"1,620,000 ج.م.",دي إس,مستعملة,أوتوماتيك,800 كم,White,Hatchback,Gas,1600.0
مرسيدس EQA 260 2024,"1,750,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"15,000 كم",Black,SUV,Electric,
أفاتر 11 2025,"3,200,000 ج.م.",أفاتر,مستعملة,أوتوماتيك,"3,500 كم",Dark Grey,SUV,Electric,
رينو ميجان 2022,"850,000 ج.م.",رينو,مستعملة,أوتوماتيك,"60,000 كم",White,Sedan,Gas,1300.0
سانج يونج توريس 2023,"1,400,000 ج.م.",سانج يونج,مستعملة,أوتوماتيك,"38,000 كم",White,SUV,Gas,1500.0
بيجو 3008 2021,"1,490,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"77,000 كم",White,SUV,Gas,1600.0
بي ام دبليو 316i 2008,"620,000 ج.م.",بي ام دبليو,مستعملة,مانيوال,250 كم,Black,Sedan,Diesel,1600.0
شيري تيجو 7 برو 2024,"1,050,000 ج.م.",شيري,مستعملة,أوتوماتيك,"24,000 كم",Red,SUV,Gas,1500.0
رينو داستر 2019,"685,000 ج.م.",رينو,مستعملة,أوتوماتيك,"94,000 كم",Black,SUV,Gas,1600.0
بي ام دبليو 316i 2008,"630,000 ج.م.",بي ام دبليو,مستعملة,مانيوال,"250,000 كم",Black,Sedan,Gas,1600.0
مرسيدس C200 2020,"2,800,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"100,000 كم",Black,Sedan,Gas,2000.0
رينو ميجان 2022,"975,000 ج.م.",رينو,مستعملة,أوتوماتيك,"81,000 كم",White,Sedan,Gas,1300.0
جيتور T2 2026,"1,800,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Green,SUV,Gas,1500.0
بي ام دبليو 318i 2016,"1,050,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"225,000 كم",Navy Blue,Sedan,Gas,1500.0
فورد فوكاس 2012,"460,000 ج.م.",فورد,مستعملة,أوتوماتيك,"175,000 كم",Maroon,Hatchback,Gas,1600.0
رينو لوجان 2018,"450,000 ج.م.",رينو,مستعملة,أوتوماتيك,"130,000 كم",Navy Blue,Sedan,Gas,1600.0
بريليانس FRV 2013,"400,000 ج.م.",بريليانس,مستعملة,أوتوماتيك,"260,000 كم",White,Hatchback,Gas,1500.0
رينو كادجار 2019,"810,000 ج.م.",رينو,مستعملة,أوتوماتيك,"160,000 كم",Silver,SUV,Gas,1200.0
دايو جوليت 2000,"240,000 ج.م.",دايو,مستعملة,مانيوال,"180,000 كم",White,Hatchback,Natural Gas,1500.0
كوبرا ليون 2025,"1,780,000 ج.م.",كوبرا,مستعملة,أوتوماتيك,"1,750 كم",Bronze,Hatchback,Gas,1400.0
كيا بيكانتو 2017,"500,000 ج.م.",كيا,مستعملة,أوتوماتيك,"100,000 كم",Black,Hatchback,Gas,1300.0
سكودا كودياك 2020,"1,690,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"100,000 كم",Gray,SUV,Gas,1400.0
بيجو 301 2019,"550,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"135,000 كم",Gray,Sedan,Gas,1600.0
فيات تمبرا 1993,"150,000 ج.م.",فيات,مستعملة,مانيوال,"197,000 كم",Black,Sedan,Gas,1400.0
فولكس فاجن باسات 2008,"600,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"93,300 كم",Black,Sedan,Gas,1600.0
مرسيدس CLA 180 2015,"1,270,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"190,000 كم",White,Sedan,Gas,1600.0
لادا جرانتا 2021,"330,000 ج.م.",لادا,مستعملة,مانيوال,"108,000 كم",Red,Sedan,Natural Gas,1600.0
رينو داستر 2017,"600,000 ج.م.",رينو,مستعملة,أوتوماتيك,"192,000 كم",Blue,SUV,Gas,1600.0
أوبل جراند لاند 2022,"1,250,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"101,500 كم",White,SUV,Gas,1600.0
تويوتا كورولا 2021,"1,100,000 ج.م.",تويوتا,مستعملة,أوتوماتيك,"118,000 كم",Dark Grey,Sedan,Gas,1600.0
بيجو 2008 2020,"800,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"80,000 كم",Navy Blue,Hatchback,Gas,1600.0
شيري اريزو 5 2023,"500,000 ج.م.",شيري,مستعملة,أوتوماتيك,"131,000 كم",Blue,Sedan,Gas,1500.0
بي ام دبليو X3 2008,"900,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"222,500 كم",Dark Grey,SUV,Gas,3000.0
رينو كادجار 2021,"1,050,000 ج.م.",رينو,مستعملة,أوتوماتيك,"80,000 كم",White,SUV,Gas,1200.0
فورد فوكاس 2021,"1,000,000 ج.م.",فورد,مستعملة,أوتوماتيك,"67,000 كم",Navy Blue,Sedan,Gas,1500.0
سكودا فانتازيا 2010,"550,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"205,000 كم",Baby Blue,Sedan,Gas,1600.0
رينو سانديرو ستيب واي 2017,"570,000 ج.م.",رينو,مستعملة,أوتوماتيك,"65,100 كم",Gray,Hatchback,Gas,1600.0
فيات بونتو 1995,"150,000 ج.م.",فيات,مستعملة,مانيوال,"179,000 كم",Gray,Hatchback,Gas,1300.0
سوزوكي جراند فيتارا 2006,"349,000 ج.م.",سوزوكي,مستعملة,مانيوال,"210,000 كم",Gray,SUV,Gas,1600.0
سكودا اوكتافيا A8 2022,"1,250,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"59,000 كم",Gray,Sedan,Gas,1400.0
فيات تيبو 2021,"730,000 ج.م.",فيات,مستعملة,أوتوماتيك,"68,000 كم",Black,Sedan,Gas,1600.0
نيسان قشقاي 2013,"560,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"373,000 كم",Maroon,SUV,Gas,1600.0
فولكس فاجن جيتا 2009,"680,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"109,000 كم",Black,Sedan,Gas,2000.0
رينو داستر 2019,"700,000 ج.م.",رينو,مستعملة,أوتوماتيك,"155,000 كم",Black,SUV,Gas,1600.0
بي ام دبليو 320i 2013,"850,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"280,000 كم",Black,Sedan,Gas,2000.0
إم جي ZS 2020,"700,000 ج.م.",إم جي,مستعملة,أوتوماتيك,"153,000 كم",Red,SUV,Gas,1500.0
ميتسوبيشي لانسر 2007,"450,000 ج.م.",ميتسوبيشي,مستعملة,أوتوماتيك,"135,000 كم",Silver,Sedan,Gas,1300.0
كيا سبورتاج 2017,"1,200,000 ج.م.",كيا,مستعملة,أوتوماتيك,"150,000 كم",Silver,SUV,Gas,1600.0
تويوتا فورتشنر 2025,"3,480,000 ج.م.",تويوتا,مستعملة,أوتوماتيك,"8,000 كم",Silver,Hatchback,Gas,4000.0
كيا ريو 2015,"615,000 ج.م.",كيا,مستعملة,أوتوماتيك,"145,000 كم",Maroon,Hatchback,Gas,1400.0
إم جي 5 2025,"800,000 ج.م.",إم جي,مستعملة,أوتوماتيك,"41,000 كم",Red,Sedan,Gas,1500.0
كيا سبورتاج 2024,"1,850,000 ج.م.",كيا,مستعملة,أوتوماتيك,"26,000 كم",Gray,SUV,Gas,1600.0
سيات توليدو 2019,"750,000 ج.م.",سيات,مستعملة,أوتوماتيك,"110,000 كم",Black,Sedan,Gas,1600.0
جاك S2 2016,"375,000 ج.م.",جاك,مستعملة,أوتوماتيك,"183,000 كم",Black,Hatchback,Natural Gas,1600.0
فيات تيبو 2022,"830,000 ج.م.",فيات,مستعملة,أوتوماتيك,"115,000 كم",Baby Blue,Sedan,Gas,1600.0
هيونداى النترا MD 2016,"820,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"190,000 كم",Gray,Sedan,Gas,1600.0
أوبل كورسا 2026,"1,150,000 ج.م.",أوبل,جديدة,أوتوماتيك,,Black,Hatchback,Gas,1200.0
هافال H6 2022,"1,290,000 ج.م.",هافال,مستعملة,أوتوماتيك,"50,000 كم",Black,SUV,Gas,1600.0
كيا سبورتاج 2026,"1,700,000 ج.م.",كيا,جديدة,أوتوماتيك,,Black,SUV,Gas,1600.0
زوتي T600 2019,"600,000 ج.م.",زوتي,مستعملة,أوتوماتيك,"191,000 كم",Brown,SUV,Diesel,1500.0
أوبل أسترا 2017,"775,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"95,000 كم",White,Sedan,Gas,1600.0
لاند روفر رانج روفر ايفوك 2020,"2,900,000 ج.م.",لاند روفر,مستعملة,أوتوماتيك,"49,500 كم",Black,SUV,Gas,2000.0
سانج يونج توريس 2024,"1,475,000 ج.م.",سانج يونج,مستعملة,أوتوماتيك,"9,450 كم",White,SUV,Gas,1500.0
